Label,original_shape_Flatness,original_glcm_InverseVariance,original_glszm_LowGrayLevelZoneEmphasis,original_ngtdm_Contrast,wavelet.LLH_firstorder_Kurtosis,wavelet.LLH_firstorder_Skewness,wavelet.LLH_glcm_Correlation,wavelet.LLH_glcm_MCC,wavelet.LLH_glrlm_GrayLevelNonUniformityNormalized,wavelet.LLH_glrlm_RunLengthNonUniformityNormalized,wavelet.LLH_glszm_GrayLevelVariance,wavelet.LLH_glszm_SmallAreaEmphasis,wavelet.LHL_firstorder_Minimum,wavelet.LHL_firstorder_RootMeanSquared,wavelet.LHL_firstorder_Skewness,wavelet.LHL_glcm_Correlation,wavelet.LHL_glszm_SmallAreaEmphasis,wavelet.LHH_firstorder_InterquartileRange,wavelet.LHH_firstorder_RootMeanSquared,wavelet.LHH_firstorder_Skewness,wavelet.LHH_glcm_Imc2,wavelet.LHH_glrlm_RunEntropy,wavelet.LHH_glszm_GrayLevelNonUniformityNormalized,wavelet.LHH_glszm_LowGrayLevelZoneEmphasis,wavelet.LHH_glszm_SmallAreaEmphasis,wavelet.HLL_firstorder_90Percentile,wavelet.HLL_firstorder_Kurtosis,wavelet.HLL_firstorder_Maximum,wavelet.HLL_firstorder_Skewness,wavelet.HLL_glcm_Imc2,wavelet.HLL_glrlm_ShortRunLowGrayLevelEmphasis,wavelet.HLL_glszm_SmallAreaEmphasis,wavelet.HLL_glszm_ZonePercentage,wavelet.HLH_firstorder_Skewness,wavelet.HLH_glcm_Correlation,wavelet.HLH_glcm_InverseVariance,wavelet.HLH_gldm_LargeDependenceLowGrayLevelEmphasis,wavelet.HLH_glrlm_ShortRunHighGrayLevelEmphasis,wavelet.HLH_glrlm_ShortRunLowGrayLevelEmphasis,wavelet.HLH_glszm_SizeZoneNonUniformityNormalized,wavelet.HLH_glszm_ZoneEntropy,wavelet.HHL_firstorder_InterquartileRange,wavelet.HHL_firstorder_Kurtosis,wavelet.HHL_firstorder_Median,wavelet.HHL_firstorder_RootMeanSquared,wavelet.HHL_firstorder_Skewness,wavelet.HHL_glcm_MaximumProbability,wavelet.HHL_gldm_SmallDependenceHighGrayLevelEmphasis,wavelet.HHL_glrlm_RunLengthNonUniformityNormalized,wavelet.HHL_glszm_GrayLevelNonUniformityNormalized,wavelet.HHL_glszm_SmallAreaEmphasis,wavelet.HHH_firstorder_Maximum,wavelet.HHH_glcm_ClusterShade,wavelet.HHH_glcm_JointEntropy,wavelet.HHH_glcm_MaximumProbability,wavelet.HHH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet.HHH_gldm_LargeDependenceLowGrayLevelEmphasis,wavelet.HHH_gldm_LowGrayLevelEmphasis,wavelet.HHH_glrlm_RunPercentage,wavelet.HHH_glrlm_RunVariance,wavelet.HHH_glszm_GrayLevelNonUniformityNormalized,wavelet.HHH_glszm_GrayLevelVariance,wavelet.HHH_glszm_SmallAreaEmphasis,log.sigma.1.mm.3D_glcm_Imc1,log.sigma.1.mm.3D_glcm_InverseVariance,log.sigma.1.mm.3D_glcm_MCC,log.sigma.1.mm.3D_glszm_GrayLevelNonUniformityNormalized,log.sigma.1.mm.3D_glszm_SmallAreaEmphasis,log.sigma.1.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis,log.sigma.2.mm.3D_glcm_ClusterShade,log.sigma.2.mm.3D_glcm_Imc1,log.sigma.2.mm.3D_glcm_InverseVariance,log.sigma.2.mm.3D_glszm_SizeZoneNonUniformityNormalized,log.sigma.2.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis,log.sigma.3.mm.3D_firstorder_Skewness,log.sigma.3.mm.3D_glszm_SizeZoneNonUniformityNormalized,log.sigma.3.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis
1,0.415985332,-0.367028373,0.113674222,-0.020913693,2.022305441,0.129819938,0.483622501,0.192596079,0.426785264,-0.884510068,0.461333478,0.164946371,-0.161912183,0.370754912,-0.318128302,-0.126611307,0.216916774,-1.318556795,0.667779376,-1.001179889,-0.506331208,0.677316185,-0.447247195,-0.88939408,-0.212337671,0.013634328,1.038340421,0.355487323,-0.878216872,-0.64049739,-0.433916824,0.362407283,-1.14349945,-0.754963711,0.216742819,0.146097244,-0.417736819,1.122865542,-0.92324127,-0.348285784,1.048920608,-0.593110509,0.106247066,-0.264194033,-0.236021406,0.738689748,0.245272526,-0.440734273,-0.615576449,-0.247941465,-0.970795457,0.558153174,1.107619659,1.218670509,-0.69718786,0.278539079,-0.659425526,-0.581878427,0.097253062,-0.272729514,-0.322890752,2.30076078,-0.003954773,0.414458812,0.409495739,-0.385498516,-0.232127025,0.277274309,0.216742767,0.205648858,-0.808017011,-0.51191445,-0.499961216,0.714749357,-1.778545931,-0.460068546,-0.060087847
0,1.348401024,-0.803078297,0.113674222,-0.075436713,-0.783995572,-0.379350559,-0.730195657,-0.033405277,0.756410822,0.285326863,-0.28007437,0.510841095,0.178081983,0.601564284,1.095151241,0.066428708,0.177885577,-0.72080877,-0.056163369,-0.158554716,-0.52001029,0.262374399,-0.464931634,-0.739721074,0.88343189,-0.385271026,-0.006752047,-0.452135885,-0.722409643,-0.288898075,-0.478237557,-0.409722285,-0.28478678,-0.454053067,-0.241857549,-0.710310769,-0.397850471,0.164342141,-0.170347039,0.399603522,1.277651451,-0.539906516,-0.353981883,-0.007319296,-0.039664607,-0.010147138,-0.028096782,-1.012703016,-0.343056437,0.10406561,0.4230903,0.277725926,0.441423222,0.519283814,-0.428457604,-0.652742142,0.567958815,0.578320285,0.00523073,0.151343425,-0.111328026,0.82886203,0.417369279,0.899260407,0.416731169,-0.829075203,-0.493520816,0.652837179,-0.143031803,0.207908104,-0.667183779,0.578973315,-0.844704683,-0.358229839,-0.180306405,-0.638326094,-0.21106793
1,0.741465549,-0.233990289,-0.127676778,1.442700693,0.413176084,-1.551317126,1.811679091,0.513432457,-1.840508745,-0.050993451,1.681258008,-0.485243814,-0.145371251,-1.722443769,-0.073316222,1.650027547,-0.539971748,0.337191774,0.934004354,0.610023747,-0.381943864,-0.545864189,0.063751901,0.350014983,0.540099824,-1.159959452,-0.254876581,0.389379774,0.455706381,0.897795426,-0.610825449,0.049160382,-0.007935954,-0.223378662,0.529302385,0.486537912,0.764283167,-1.114830612,0.696973556,1.166322229,-1.150497858,0.045727899,-1.711352113,0.074704421,0.002391133,-0.92267697,-0.509566385,-1.767249954,-0.250250586,2.175630023,-1.072288534,0.084152262,-0.075637877,-0.958480632,0.579894375,0.793265833,-0.380003488,-0.727766298,-0.667630384,0.546182273,0.096377677,0.197582904,1.600916244,-1.167644762,-2.588063079,1.547199003,-1.658801413,0.461555139,-0.91666708,-0.835807555,0.350002306,-2.69341297,1.764524128,-0.367470448,-0.665369458,1.329260229,-0.293953232
1,1.73934073,0.87746983,0.072992169,0.729794757,-0.100304538,-1.503886048,1.92784582,0.476558177,-2.250345905,1.419501606,1.713072756,0.538833324,0.038460241,-1.711953388,0.433625072,0.911920585,-0.980397389,-0.260277909,0.87359696,-0.365525578,-0.522502161,-1.475519732,2.314635756,0.307727511,-1.577162524,-0.785186241,-1.162209723,-0.239065064,-0.097495829,0.690274749,-0.072652888,-0.515329046,-0.377814819,-0.180784225,-0.422335784,-0.992843302,-0.873787358,0.14277414,-0.199266818,-0.441278058,-0.158496207,-0.515208713,-0.564305376,2.412871401,0.265457036,-1.422389507,0.495435588,-1.244538548,-0.754812871,0.988997609,0.548948741,-0.947791903,0.26092922,-1.212599972,1.052068921,-0.155163569,1.123468747,0.098591689,-1.057050461,1.03632252,1.416956882,-1.016983249,-1.550696128,-1.202669555,-1.435837218,1.520557353,-1.270890667,0.225392586,-0.840657929,-0.331512019,0.148747686,-2.311616559,2.001395982,-0.1698664,-0.325905983,0.86510518,-0.162202123
1,-1.737661277,-2.050450833,-2.08649967,0.510025153,4.379607507,-2.200377882,3.691509152,2.989080842,-2.8148922,-0.056680926,4.02299756,0.706829326,-3.059955321,-4.227070255,-0.182884152,3.586615451,-0.115499897,0.753977433,0.963464783,0.095295922,-0.861933618,-0.224988276,0.356189337,0.258171469,0.435815548,-1.633854391,1.570489759,0.385525207,-2.292228078,1.18935149,-1.446755633,-0.229379642,-0.102860983,0.302685104,0.347443034,0.818194673,0.862158549,-1.106539492,0.366887236,-0.105969927,0.357295673,0.465948912,-0.959776611,0.688367013,0.813704362,0.255527504,-0.829527119,-0.34127929,-0.106915339,0.618694779,0.46331998,-0.219629989,0.088481408,-0.102283836,-0.54604714,0.451876943,-0.587733125,-0.730374787,-0.106174122,0.20645826,0.544134128,-0.888276823,0.381454905,-1.443738371,-3.500039112,2.358741143,-2.296505609,1.258918393,-1.050463922,-13.31055317,0.596026273,-2.972497038,3.345364913,-0.693239283,-1.891884936,2.867072677,-0.462140944
0,-0.898219107,0.066716393,-0.435437617,-0.580556063,1.172919953,0.132432452,-0.218851592,0.117971832,0.348095204,-0.412085621,-0.077337005,-1.391801407,1.263321394,0.006606789,-0.013178097,-0.757527218,-0.095747501,-0.39038089,0.504125341,0.146547561,-0.46947438,-0.76195607,0.499036906,0.042902194,0.22007622,0.076956633,-1.041383133,-0.492979613,0.244236574,-0.036345575,-0.091852513,-1.39625378,0.087254427,-0.277078903,0.266041906,-0.100684352,-0.633366414,-0.027880041,-0.274452512,-1.542772472,-0.042488138,-0.718722085,0.537799202,-0.807026507,-0.866668978,1.327827104,0.277658123,0.195750041,-0.199098583,0.27153268,-0.803123109,0.209917221,1.686365978,0.498629861,-0.930970685,-1.087798452,0.07832665,0.322703799,0.957570776,-1.001168097,0.344457643,-0.198323459,-0.272251192,0.10809832,-0.451415085,-0.102464789,0.148211885,-1.328632011,-0.55365014,0.203440848,0.998008742,0.443163489,-0.707669155,-0.581121385,-0.178412243,-0.638326094,-0.243420734
0,-0.010543298,-0.477582683,2.21046805,2.151477437,-0.328997031,0.526756147,0.705563741,0.203340738,0.091068189,0.6021097,-0.695586801,-0.700297065,-0.487469246,0.704346676,-1.741640927,-1.339871366,-0.595510722,-1.946335178,-0.244547948,-0.64648204,-0.889909003,-1.557487017,1.48317315,0.204482519,-1.550755235,1.162083632,-1.487989612,-0.67781643,-1.266146809,0.671081307,-0.040517788,-0.79171114,0.084462948,-1.606022093,0.103855438,-1.522586621,-1.532673465,2.907001153,-0.975730065,-1.163510499,1.619051597,-1.683054551,2.062920331,0.095272156,0.171556721,1.768888082,1.425907499,-0.591107157,-1.27256262,0.764324625,-1.89908598,-0.429149359,0.225344943,-0.821087757,0.865066798,-0.450151223,0.683242064,0.167775759,-0.538138038,0.274956542,1.191586822,-0.567151575,-1.244903569,-0.544512436,0.924753854,-0.193960604,-0.740048679,-0.109045489,3.026801499,0.211706697,1.567581426,-0.972597537,1.554428422,0.8959167,0.126057725,0.82812078,-0.12285078
0,1.077534931,0.861336469,-0.445417106,-0.723617626,0.405887088,0.03456196,-0.139405509,-0.585732004,-0.279534742,-0.275399202,0.095614496,0.934263891,-0.149591646,0.726534991,-0.217363197,0.086004137,0.62099139,1.460300661,-1.351516813,-0.064545261,0.001530957,0.346727536,0.671645272,1.698408036,0.705874032,0.48701478,-0.378101678,-0.168480764,0.353247956,-0.790051567,0.725112577,1.086005038,-0.011931865,0.631998708,0.726454067,0.174748877,-0.017906693,-0.110886963,-0.430935767,-0.433729069,0.423185556,0.838557513,-0.721402572,1.41717627,1.321418656,-0.060571108,-1.092330446,-0.000296453,0.379117349,-0.301211977,-0.654234415,-0.55998904,0.39353948,0.661762707,-0.890930123,0.192862576,-0.753240938,-0.649579115,0.28772364,-0.343868604,1.005022791,0.307929279,-1.115172942,-0.685809842,0.580184617,0.79045952,0.83272017,-0.465404949,-0.784326662,0.156280695,-0.419417291,0.545353486,-0.531645458,-0.453636387,-0.929452738,-0.862385933,-0.246623695
0,-0.020299671,1.08576859,1.113185373,-0.271614493,0.60120837,-0.417184665,-0.884746548,-0.101651181,0.689209994,-0.94913054,-0.288037827,0.430387245,0.033011368,0.088400209,-0.053345578,-0.462205841,0.756278849,-0.155734472,-0.564882815,-0.190436592,-0.793729806,0.471857265,0.203517688,1.288910995,-0.009177533,-0.768555257,-0.01209753,-0.841736688,-0.636218441,-1.145986651,-0.506178707,-0.108185174,-1.326700767,-0.044427943,-0.273035762,0.996649007,1.987795521,-1.253476606,0.437501655,-0.592589575,-0.323342937,1.51330821,-1.16022729,-1.093781573,-0.280397462,0.283690216,-0.860588739,0.272182962,0.08668835,-0.797632894,0.454141022,-0.03984639,-0.282179068,0.148921146,0.044922864,0.843648056,-0.383769676,-0.676255687,-0.630247294,0.521487775,0.112284795,0.22022998,-0.223107486,-0.118705075,-0.278495717,0.277047026,0.726983113,1.441510138,-0.370453968,0.193108738,-0.729892831,0.448317076,-1.171941647,-0.581784952,-0.522726623,-0.768261612,-0.40463009
1,0.244913204,1.918970486,-0.742262683,-0.27544866,0.417731118,-0.540891637,0.330024385,-1.437014853,-0.106600768,-1.218944767,0.496251704,0.681333327,-2.026716433,-0.564727738,-0.998309884,0.217131317,0.796002351,0.135934228,0.019379657,0.317620751,-1.044911958,0.559885067,0.949381567,-0.835939435,-0.353721464,-0.3578698,-0.098754661,-0.401178204,-1.416642176,-1.771946974,-1.061388249,1.355034568,-1.161528418,0.049845128,-0.10141485,0.42101859,0.172515326,-0.117052512,-0.509760258,0.504933614,0.03145914,0.644983224,-0.226029379,-1.171743989,-0.75128398,1.213234649,-0.91158562,0.467529543,-0.345382966,-0.832512346,0.900301596,0.273362118,0.322799107,0.862495017,-0.851395876,0.741190918,-0.37872263,-0.653421873,-0.496768584,0.644831728,0.274945478,0.929321198,0.51555723,-2.272571609,0.264215864,2.042505082,-0.521645411,0.362037593,-0.966284196,-0.185545337,-1.358915998,-0.209078352,0.556611594,-0.583944078,-1.054834075,0.504086083,-0.344323884
